asset_id,title,description,keywords,library,category,subcategory,dimensions,status,upload_by,upload_date,last_updated_by,last_update_date,admin_notes,bit_rate,dload_file_type,dload_resolution,dload_size
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4429,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
4224,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV Format","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4430,Allplay_Animation_Video_Japanese_1920x1080.mov,"Japanese AllPlay Animation Video - 1920x1080, MOV ","Japanese, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,16.6 Mbit/s,MOV,N/A,180.7mb
4228,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 Format","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4431,Allplay_Animation_Video_Japanese_1920x1080.mp4,"Japanese AllPlay Animation Video - 1920x1080, mp4 ","Japanese, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,10.27 Mbit/s,MP4,N/A,111.9mb
4473,Allplay_Animation_Video_Korean_1280x720,,"Korean, AllPlay, Animation, Video, 1280x720, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MP4,N/A,0kb
4472,Allplay_Animation_Video_Korean_1280x720.mov,"Korean AllPlay Animation Video - 1280x720, MOV Format","Korean, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,Mbit/s,MOV,N/A,12mb
4474,Allplay_Animation_Video_Korean_1920x1080.mov,"Korean AllPlay Animation Video - 1920x1080, MOV Format","Korean, AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,15.12 Mbit/s,MOV,N/A,164.7mb
4475,Allplay_Animation_Video_Korean_1920x1080.mp4,"Korean AllPlay Animation Video - 1920x1080, mp4 Format","Korean, AllPlay, Animation, Video, 1920x1080, mp4",Qualcomm,AllPlay,Korean,,,Katrina,10/7/2015,Katrina,10/7/2015,,10.28 Mbit/s,MP4,N/A,112mb
4305,Allplay_Animation_Video_SimplifiedChinese_1280x720,"Simplified Chinese AllPlay Animation Video - 1280x720, MOV Format","Simplified, Chinese, AllPlay, Animation, Video, 1280x720, MOV",Qualcomm,AllPlay,Simplified Chinese,,,Elysia,9/17/2015,Elysia,9/17/2015,,10.3 Mbit/s,MOV,N/A,112.2mb
4590,Allplay_Animation_Video_Italian_1920x1080.mov,"AllPlay Animation Video - 1920x1080, MOV Format","AllPlay, Animation, Video, 1920x1080, MOV",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,1/18/2016,,7.03 Mbit/s,MOV,N/A,76.6mb
4596,Allplay_Animation_Video_Italian_1920x1080.mp4,"AllPlay Animation Video - 1920x1080, Italian, mp4 Format","AllPlay, Animation, Video, 1920x1080, Italian, mp4",Qualcomm,AllPlay,Italian,,,Elysia,11/16/2015,Elysia,11/16/2015,"",11.49 Mbit/s,MP4,N/A,125.2mb
4231,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4432,Allplay_Animation_Video_Japanese_1280x720.mov,"Japanese AllPlay Animation Video - 1280x1080, MOV Format","Japanese, AllPlay, Animation, Video,1280x1080, MOV",Qualcomm,AllPlay,Japanese,,,Katrina,10/6/2015,Katrina,10/6/2015,,11.56 Mbit/s,MOV,N/A,125.9mb
4220,Allplay_Animation_Video_Japanese_1280x720.mp4,"Japanese AllPlay Animation Video - 1280x720, mp4 Format","Japanese, AllPlay, Animation, Video,1280x720, mp4",Qualcomm,AllPlay,Japanese,,,Elysia,9/11/2015,Elysia,9/11/2015,,7.67 Mbit/s,MP4,N/A,83.5mb
